0,Channel,Channel 1-640nm narrow,Channel 2-640nm narrow,Channel 3-640nm narrow,Channel 4-640nm narrow
1,Last_Calibrated,3/9/2016,3/9/2016,3/9/2016,3/9/2016
2,Last_Cal_Time,8:08:19 AM,8:08:19 AM,8:08:19 AM,8:08:19 AM
3,duration,581.000000,581.000000,581.000000,581.000000
4,humidity,33.633305,33.633305,33.633305,33.633305
5,film temperature,22.930288,22.930288,22.930288,22.930288
6,CO2 Cal Gas,5.960000,5.960000,5.960000,5.960000
7,CalFile,C:\Users\PAHS\Downloads\FOR V10 Prelim Testing-DA_PCB4005_160203_COEFF_linear slope for 6percent.csv,C:\Users\PAHS\Downloads\FOR V10 Prelim Testing-DA_PCB4005_160203_COEFF_linear slope for 6percent.csv,C:\Users\PAHS\Downloads\FOR V10 Prelim Testing-DA_PCB4005_160203_COEFF_linear slope for 6percent.csv,C:\Users\PAHS\Downloads\FOR V10 Prelim Testing-DA_PCB4005_160203_COEFF_linear slope for 6percent.csv
8,TYPE,CalCoeff,CalCoeff,CalCoeff,CalCoeff
9,DATE,[11-16-15],[11-16-15],[11-16-15],[11-16-15]
10,Current,8.470000,8.470000,8.470000,8.470000
11,cal_utc,3540355699.566611,3540355699.566611,3540355699.566611,3540355699.566611
12,PCB,4005,4005,4005,4005
13,C0d,0.067806,0.067806,0.067806,0.067806
14,C6d,7.201302,7.201302,7.201302,7.201302
15,(spare),,,,
16,C2V_size,4,4,4,4
17,a2,0.000000,0.000000,0.000000,0.000000
18,a3,0.000000,0.000000,0.000000,0.000000
19,a4,0.000000,0.000000,0.000000,0.000000
20,a5,0.000000,0.000000,0.000000,0.000000
21,b2,0.000000,0.000000,0.000000,0.000000
22,b3,0.000000,0.000000,0.000000,0.000000
23,b4,0.000000,0.000000,0.000000,0.000000
24,b5,-0.068300,-0.068300,-0.068300,-0.068300
25,c2,0.000000,0.000000,0.000000,0.000000
26,c3,0.000000,0.000000,0.000000,0.000000
27,c4,0.000000,0.000000,0.000000,0.000000
28,c5,3.523600,3.523600,3.523600,3.523600
29,A,0.000000,0.000000,0.000000,0.000000
30,B,0.000000,0.000000,0.000000,0.000000
31,C,0.000000,0.000000,0.000000,0.000000
32,D,1.957461,1.957461,1.957461,1.957461
33,(spare),-0.005900,-0.005900,-0.005900,-0.005900
34,(spare),0.450800,0.450800,0.450800,0.450800
35,(spare),,,,
36,V2C_size,4,4,4,4
37,a7,0.000056,0.000056,0.000056,0.000056
38,a8,0.000807,0.000807,0.000807,0.000807
39,a9,0.008053,0.008053,0.008053,0.008053
40,a10,-0.002676,-0.002676,-0.002676,-0.002676
41,b7,-0.002573,-0.002573,-0.002573,-0.002573
42,b8,0.101620,0.101620,0.101620,0.101620
43,b9,-0.363962,-0.363962,-0.363962,-0.363962
44,b10,0.118058,0.118058,0.118058,0.118058
45,c7,0.691730,0.691730,0.691730,0.691730
46,c8,-3.195991,-3.195991,-3.195991,-3.195991
47,c9,5.740454,5.740454,5.740454,5.740454
48,c10,-1.745175,-1.745175,-1.745175,-1.745175
49,A',0.662457,0.662457,0.662457,0.662457
50,B',-0.151119,-0.151119,-0.151119,-0.151119
51,C',1.674630,1.674630,1.674630,1.674630
52,D',-0.466322,-0.466322,-0.466322,-0.466322
53,(spare),,,,
54,(spare),,,,
55,(spare),,,,
56,V_RA_5,0.088791,0.415475,0.388320,0.342210
57,V_RA_15,0.088688,0.415567,0.387916,0.341340
58,mI,-0.010275,0.009248,-0.040356,-0.087023
59,I_span,0.008319,0.012314,0.011656,0.011572
60,DAC,1023,0,1023,0
61,V_0d_ImA (actual),0.088442,0.413081,0.386182,0.339271
62,V_6d_ImA (actual),0.088142,0.414020,0.386410,0.339988
63,V_0d_target,0.315511,0.315511,0.315511,0.315511
64,V_6d_target,1.957461,1.957461,1.957461,1.957461
65,Pump_Flow_rate,50,50,50,50
66,Cal_Offset_adj,-0.227069,0.097569,0.070671,0.023759
67,Cal_Gain_adj,-5468.273097,1747.456763,7212.712180,2288.394502
68,(spare),,,,
69,last_zero_humidity,33.486765,33.486765,33.486765,33.486765
70,last_zero_humidity,22.906229,22.906229,22.906229,22.906229
71,Time Monitoring since last zero,0.000000,0.000000,0.000000,0.000000
72,zero_utc,3540355699.566611,3540355699.566611,3540355699.566611,3540355699.566611
73,Last_Zero'd,3/9/2016,3/9/2016,3/9/2016,3/9/2016
74,Last_Zero_Time,8:08:19 AM,8:08:19 AM,8:08:19 AM,8:08:19 AM
75,Number_of_Zeros,0,0,0,0
76,V_0d_average,0.088442,0.413081,0.386182,0.339271
77,V_Offset_adj,-0.227069,0.097569,0.070671,0.023759
78,V_Gain_adj,-5468.273097,1747.456763,7212.712180,2288.394502
79,Software Rev,P7.0.0,P7.0.0,P7.0.0,P7.0.0
80,Sample Descriptor,CAL-SOFTWARE_TEST-4005-SYS2,CAL-SOFTWARE_TEST-4005-SYS2,CAL-SOFTWARE_TEST-4005-SYS2,CAL-SOFTWARE_TEST-4005-SYS2
81,Chamber,V9_3-DA10,V9_3-DA10,V9_3-DA10,V9_3-DA10
82,Operator,CK,CK,CK,CK
83,Notes,Testing software Jan 3,Testing software Jan 3,Testing software Jan 3,Testing software Jan 3
84,END,,,,
